house,category,constituency,district,state,representative,role,username,password
Lok Sabha,Member of Parliament (Lok Sabha),JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,Pratima Mondal,Member of Parliament,mp_joynagar,MP@Joynagar2026!
Lok Sabha,District Authority Auditor,JUNAGADH,JUNAGADH,Gujarat,Rajeshbhai Naranbhai Chudasama,District Authority Auditor,auditor_junagadh,Auditor@Junagadh2026!
Lok Sabha,Member of Parliament (Lok Sabha),JUNAGADH,JUNAGADH,Gujarat,Rajeshbhai Naranbhai Chudasama,Member of Parliament,mp_junagadh,MP@Junagadh2026!
Lok Sabha,District Authority Auditor,KACHCHH(SC),KACHCHH(SC),Gujarat,Vinod Chavda,District Authority Auditor,auditor_kachchh,Auditor@Kachchh2026!
Lok Sabha,Member of Parliament (Lok Sabha),KACHCHH(SC),KACHCHH(SC),Gujarat,Vinod Chavda,Member of Parliament,mp_kachchh,MP@Kachchh2026!
Lok Sabha,District Authority Auditor,KADAPA,KADAPA,Andhra Pradesh,Y S Avinash Reddy,District Authority Auditor,auditor_kadapa,Auditor@Kadapa2026!
Lok Sabha,Member of Parliament (Lok Sabha),KADAPA,KADAPA,Andhra Pradesh,Y S Avinash Reddy,Member of Parliament,mp_kadapa,MP@Kadapa2026!
Lok Sabha,District Authority Auditor,KAIRANA,KAIRANA,Uttar Pradesh,IQRA CHOUDHARY,District Authority Auditor,auditor_kairana,Auditor@Kairana2026!
Lok Sabha,Member of Parliament (Lok Sabha),KAIRANA,KAIRANA,Uttar Pradesh,IQRA CHOUDHARY,Member of Parliament,mp_kairana,MP@Kairana2026!
Lok Sabha,District Authority Auditor,KAISERGANJ,KAISERGANJ,Uttar Pradesh,KARAN BHUSHAN SINGH,District Authority Auditor,auditor_kaiserganj,Auditor@Kaiserganj2026!
Lok Sabha,Member of Parliament (Lok Sabha),KAISERGANJ,KAISERGANJ,Uttar Pradesh,KARAN BHUSHAN SINGH,Member of Parliament,mp_kaiserganj,MP@Kaiserganj2026!
Lok Sabha,District Authority Auditor,KAKINADA,KAKINADA,Andhra Pradesh,TANGELLA UDAY SRINIVAS,District Authority Auditor,auditor_kakinada,Auditor@Kakinada2026!
Lok Sabha,Member of Parliament (Lok Sabha),KAKINADA,KAKINADA,Andhra Pradesh,TANGELLA UDAY SRINIVAS,Member of Parliament,mp_kakinada,MP@Kakinada2026!
Lok Sabha,District Authority Auditor,KALAHANDI,KALAHANDI,Odisha,MALVIKA DEVI,District Authority Auditor,auditor_kalahandi,Auditor@Kalahandi2026!
Lok Sabha,Member of Parliament (Lok Sabha),KALAHANDI,KALAHANDI,Odisha,MALVIKA DEVI,Member of Parliament,mp_kalahandi,MP@Kalahandi2026!
Lok Sabha,District Authority Auditor,KALLAKURICHI,KALLAKURICHI,Tamil Nadu,MALAIYARASAN D,District Authority Auditor,auditor_kallakurichi,Auditor@Kallakurichi2026!
Lok Sabha,Member of Parliament (Lok Sabha),KALLAKURICHI,KALLAKURICHI,Tamil Nadu,MALAIYARASAN D,Member of Parliament,mp_kallakurichi,MP@Kallakurichi2026!
Lok Sabha,District Authority Auditor,KALYAN,KALYAN,Maharashtra,Shrikant Eknath Shinde,District Authority Auditor,auditor_kalyan,Auditor@Kalyan2026!
Lok Sabha,Member of Parliament (Lok Sabha),KALYAN,KALYAN,Maharashtra,Shrikant Eknath Shinde,Member of Parliament,mp_kalyan,MP@Kalyan2026!
Lok Sabha,District Authority Auditor,KANCHEEPURAM(SC),KANCHEEPURAM(SC),Tamil Nadu,Ganesan Selvam,District Authority Auditor,auditor_kancheepuram,Auditor@Kancheepuram2026!
Lok Sabha,Member of Parliament (Lok Sabha),KANCHEEPURAM(SC),KANCHEEPURAM(SC),Tamil Nadu,Ganesan Selvam,Member of Parliament,mp_kancheepuram,MP@Kancheepuram2026!
Lok Sabha,District Authority Auditor,KANDHAMAL,KANDHAMAL,Odisha,SUKANTA KUMAR PANIGRAHI,District Authority Auditor,auditor_kandhamal,Auditor@Kandhamal2026!
Lok Sabha,Member of Parliament (Lok Sabha),KANDHAMAL,KANDHAMAL,Odisha,SUKANTA KUMAR PANIGRAHI,Member of Parliament,mp_kandhamal,MP@Kandhamal2026!
Lok Sabha,District Authority Auditor,KANGRA,KANGRA,Himachal Pradesh,RAJEEV BHARDWAJ,District Authority Auditor,auditor_kangra,Auditor@Kangra2026!
Lok Sabha,Member of Parliament (Lok Sabha),KANGRA,KANGRA,Himachal Pradesh,RAJEEV BHARDWAJ,Member of Parliament,mp_kangra,MP@Kangra2026!
Lok Sabha,District Authority Auditor,KANKER(ST),KANKER(ST),Chhattisgarh,BHOJRAJ NAG,District Authority Auditor,auditor_kanker,Auditor@Kanker2026!
Lok Sabha,Member of Parliament (Lok Sabha),KANKER(ST),KANKER(ST),Chhattisgarh,BHOJRAJ NAG,Member of Parliament,mp_kanker,MP@Kanker2026!
Lok Sabha,District Authority Auditor,KANNAUJ,KANNAUJ,Uttar Pradesh,AKHILESH YADAV,District Authority Auditor,auditor_kannauj,Auditor@Kannauj2026!
Lok Sabha,Member of Parliament (Lok Sabha),KANNAUJ,KANNAUJ,Uttar Pradesh,AKHILESH YADAV,Member of Parliament,mp_kannauj,MP@Kannauj2026!
Lok Sabha,District Authority Auditor,KANNIYAKUMARI,KANNIYAKUMARI,Tamil Nadu,Shri vijayakumar Vasanth,District Authority Auditor,auditor_kanniyakumari,Auditor@Kanniyakumar2026!
Lok Sabha,Member of Parliament (Lok Sabha),KANNIYAKUMARI,KANNIYAKUMARI,Tamil Nadu,Shri vijayakumar Vasanth,Member of Parliament,mp_kanniyakumari,MP@Kanniyakumar2026!
Lok Sabha,District Authority Auditor,KANNUR,KANNUR,Kerala,Shri Kumbakudi Sudhakaran,District Authority Auditor,auditor_kannur,Auditor@Kannur2026!
Lok Sabha,Member of Parliament (Lok Sabha),KANNUR,KANNUR,Kerala,Shri Kumbakudi Sudhakaran,Member of Parliament,mp_kannur,MP@Kannur2026!
Lok Sabha,District Authority Auditor,KANPUR,KANPUR,Uttar Pradesh,RAMESH AWASTHI,District Authority Auditor,auditor_kanpur,Auditor@Kanpur2026!
Lok Sabha,Member of Parliament (Lok Sabha),KANPUR,KANPUR,Uttar Pradesh,RAMESH AWASTHI,Member of Parliament,mp_kanpur,MP@Kanpur2026!
Lok Sabha,District Authority Auditor,KANTHI,KANTHI,West Bengal,ADHIKARI SOUMENDU,District Authority Auditor,auditor_kanthi,Auditor@Kanthi2026!
Lok Sabha,Member of Parliament (Lok Sabha),KANTHI,KANTHI,West Bengal,ADHIKARI SOUMENDU,Member of Parliament,mp_kanthi,MP@Kanthi2026!
Lok Sabha,District Authority Auditor,KARAKAT,KARAKAT,Bihar,RAJA RAM SINGH,District Authority Auditor,auditor_karakat,Auditor@Karakat2026!
Lok Sabha,Member of Parliament (Lok Sabha),KARAKAT,KARAKAT,Bihar,RAJA RAM SINGH,Member of Parliament,mp_karakat,MP@Karakat2026!
Lok Sabha,District Authority Auditor,KARAULI-DHOLPUR(SC),KARAULI-DHOLPUR(SC),Rajasthan,BHAJAN LAL JATAV,District Authority Auditor,auditor_karauli_dholpur,Auditor@KarauliDholp2026!
Lok Sabha,Member of Parliament (Lok Sabha),KARAULI-DHOLPUR(SC),KARAULI-DHOLPUR(SC),Rajasthan,BHAJAN LAL JATAV,Member of Parliament,mp_karauli_dholpur,MP@KarauliDholp2026!
Lok Sabha,District Authority Auditor,KARIMGANJ (SC),KARIMGANJ (SC),Assam,Kripanath Mallah,District Authority Auditor,auditor_karimganj,Auditor@Karimganj2026!
Lok Sabha,Member of Parliament (Lok Sabha),KARIMGANJ (SC),KARIMGANJ (SC),Assam,Kripanath Mallah,Member of Parliament,mp_karimganj,MP@Karimganj2026!
Lok Sabha,District Authority Auditor,KARIMNAGAR,KARIMNAGAR,Telangana,Sanjay Kumar Bandi,District Authority Auditor,auditor_karimnagar,Auditor@Karimnagar2026!
Lok Sabha,Member of Parliament (Lok Sabha),KARIMNAGAR,KARIMNAGAR,Telangana,Sanjay Kumar Bandi,Member of Parliament,mp_karimnagar,MP@Karimnagar2026!
Lok Sabha,District Authority Auditor,KARNAL,KARNAL,Haryana,MANOHAR LAL,District Authority Auditor,auditor_karnal,Auditor@Karnal2026!
Lok Sabha,Member of Parliament (Lok Sabha),KARNAL,KARNAL,Haryana,MANOHAR LAL,Member of Parliament,mp_karnal,MP@Karnal2026!
Lok Sabha,District Authority Auditor,KARUR,KARUR,Tamil Nadu,Smt S Jothimani,District Authority Auditor,auditor_karur,Auditor@Karur2026!
Lok Sabha,Member of Parliament (Lok Sabha),KARUR,KARUR,Tamil Nadu,Smt S Jothimani,Member of Parliament,mp_karur,MP@Karur2026!
Lok Sabha,District Authority Auditor,KASARAGOD,KASARAGOD,Kerala,Shri Rajmohan Unnithan,District Authority Auditor,auditor_kasaragod,Auditor@Kasaragod2026!
Lok Sabha,Member of Parliament (Lok Sabha),KASARAGOD,KASARAGOD,Kerala,Shri Rajmohan Unnithan,Member of Parliament,mp_kasaragod,MP@Kasaragod2026!
Lok Sabha,District Authority Auditor,KATIHAR,KATIHAR,Bihar,TARIQ ANWAR,District Authority Auditor,auditor_katihar,Auditor@Katihar2026!
Lok Sabha,Member of Parliament (Lok Sabha),KATIHAR,KATIHAR,Bihar,TARIQ ANWAR,Member of Parliament,mp_katihar,MP@Katihar2026!
Lok Sabha,District Authority Auditor,KAUSHAMBI(SC),KAUSHAMBI(SC),Uttar Pradesh,PUSHPENDRA SAROJ,District Authority Auditor,auditor_kaushambi,Auditor@Kaushambi2026!
Lok Sabha,Member of Parliament (Lok Sabha),KAUSHAMBI(SC),KAUSHAMBI(SC),Uttar Pradesh,PUSHPENDRA SAROJ,Member of Parliament,mp_kaushambi,MP@Kaushambi2026!
Lok Sabha,District Authority Auditor,KENDRAPARA,KENDRAPARA,Odisha,BAIJAYANT PANDA,District Authority Auditor,auditor_kendrapara,Auditor@Kendrapara2026!
Lok Sabha,Member of Parliament (Lok Sabha),KENDRAPARA,KENDRAPARA,Odisha,BAIJAYANT PANDA,Member of Parliament,mp_kendrapara,MP@Kendrapara2026!
Lok Sabha,District Authority Auditor,KEONJHAR(ST),KEONJHAR(ST),Odisha,ANANTA NAYAK,District Authority Auditor,auditor_keonjhar,Auditor@Keonjhar2026!
Lok Sabha,Member of Parliament (Lok Sabha),KEONJHAR(ST),KEONJHAR(ST),Odisha,ANANTA NAYAK,Member of Parliament,mp_keonjhar,MP@Keonjhar2026!
Lok Sabha,District Authority Auditor,KHADOOR SAHIB,KHADOOR SAHIB,Punjab,Shri Jasbir Singh (17th Lok Sabha),District Authority Auditor,auditor_khadoor_sahib,Auditor@KhadoorSahib2026!
Lok Sabha,Member of Parliament (Lok Sabha),KHADOOR SAHIB,KHADOOR SAHIB,Punjab,Shri Jasbir Singh (17th Lok Sabha),Member of Parliament,mp_khadoor_sahib,MP@KhadoorSahib2026!
Lok Sabha,District Authority Auditor,KHAGARIA,KHAGARIA,Bihar,RAJESH VERMA,District Authority Auditor,auditor_khagaria,Auditor@Khagaria2026!
Lok Sabha,Member of Parliament (Lok Sabha),KHAGARIA,KHAGARIA,Bihar,RAJESH VERMA,Member of Parliament,mp_khagaria,MP@Khagaria2026!
Lok Sabha,District Authority Auditor,KHAJURAHO,KHAJURAHO,Madhya Pradesh,Vishnu Dutt Sharma,District Authority Auditor,auditor_khajuraho,Auditor@Khajuraho2026!
Lok Sabha,Member of Parliament (Lok Sabha),KHAJURAHO,KHAJURAHO,Madhya Pradesh,Vishnu Dutt Sharma,Member of Parliament,mp_khajuraho,MP@Khajuraho2026!
Lok Sabha,District Authority Auditor,KHAMMAM,KHAMMAM,Telangana,RAMASAHAYAM RAGHURAM REDDY,District Authority Auditor,auditor_khammam,Auditor@Khammam2026!
Lok Sabha,Member of Parliament (Lok Sabha),KHAMMAM,KHAMMAM,Telangana,RAMASAHAYAM RAGHURAM REDDY,Member of Parliament,mp_khammam,MP@Khammam2026!
Lok Sabha,District Authority Auditor,KHANDWA,KHANDWA,Madhya Pradesh,Gyaneshwar Patil,District Authority Auditor,auditor_khandwa,Auditor@Khandwa2026!
Lok Sabha,Member of Parliament (Lok Sabha),KHANDWA,KHANDWA,Madhya Pradesh,Gyaneshwar Patil,Member of Parliament,mp_khandwa,MP@Khandwa2026!
Lok Sabha,District Authority Auditor,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Gajendra Singh Patel,District Authority Auditor,auditor_khargone,Auditor@Khargone2026!
Lok Sabha,Member of Parliament (Lok Sabha),KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Gajendra Singh Patel,Member of Parliament,mp_khargone,MP@Khargone2026!
Lok Sabha,District Authority Auditor,KHEDA,KHEDA,Gujarat,Devusinh Jesingbhai Chauhan,District Authority Auditor,auditor_kheda,Auditor@Kheda2026!
Lok Sabha,Member of Parliament (Lok Sabha),KHEDA,KHEDA,Gujarat,Devusinh Jesingbhai Chauhan,Member of Parliament,mp_kheda,MP@Kheda2026!
Lok Sabha,District Authority Auditor,KHERI,KHERI,Uttar Pradesh,UTKARSH VERMA MADHUR,District Authority Auditor,auditor_kheri,Auditor@Kheri2026!
Lok Sabha,Member of Parliament (Lok Sabha),KHERI,KHERI,Uttar Pradesh,UTKARSH VERMA MADHUR,Member of Parliament,mp_kheri,MP@Kheri2026!
Lok Sabha,District Authority Auditor,KHUNTI(ST),KHUNTI(ST),Jharkhand,KALI CHARAN MUNDA,District Authority Auditor,auditor_khunti,Auditor@Khunti2026!
Lok Sabha,Member of Parliament (Lok Sabha),KHUNTI(ST),KHUNTI(ST),Jharkhand,KALI CHARAN MUNDA,Member of Parliament,mp_khunti,MP@Khunti2026!
Lok Sabha,District Authority Auditor,KISHANGANJ,KISHANGANJ,Bihar,Dr Mohammad Jawed,District Authority Auditor,auditor_kishanganj,Auditor@Kishanganj2026!
Lok Sabha,Member of Parliament (Lok Sabha),KISHANGANJ,KISHANGANJ,Bihar,Dr Mohammad Jawed,Member of Parliament,mp_kishanganj,MP@Kishanganj2026!
Lok Sabha,District Authority Auditor,KODARMA,KODARMA,Jharkhand,Annpurna Devi,District Authority Auditor,auditor_kodarma,Auditor@Kodarma2026!
Lok Sabha,Member of Parliament (Lok Sabha),KODARMA,KODARMA,Jharkhand,Annpurna Devi,Member of Parliament,mp_kodarma,MP@Kodarma2026!
Lok Sabha,District Authority Auditor,KOKRAJHAR (ST),KOKRAJHAR (ST),Assam,JOYANTA BASUMATARY,District Authority Auditor,auditor_kokrajhar,Auditor@Kokrajhar2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOKRAJHAR (ST),KOKRAJHAR (ST),Assam,JOYANTA BASUMATARY,Member of Parliament,mp_kokrajhar,MP@Kokrajhar2026!
Lok Sabha,District Authority Auditor,KOLAR(SC),KOLAR(SC),Karnataka,M. MALLESH BABU,District Authority Auditor,auditor_kolar,Auditor@Kolar2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOLAR(SC),KOLAR(SC),Karnataka,M. MALLESH BABU,Member of Parliament,mp_kolar,MP@Kolar2026!
Lok Sabha,District Authority Auditor,KOLHAPUR,KOLHAPUR,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,District Authority Auditor,auditor_kolhapur,Auditor@Kolhapur2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOLHAPUR,KOLHAPUR,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,Member of Parliament,mp_kolhapur,MP@Kolhapur2026!
Lok Sabha,District Authority Auditor,KOLKATA DAKSHIN,KOLKATA DAKSHIN,West Bengal,Mala Roy,District Authority Auditor,auditor_kolkata_dakshin,Auditor@KolkataDaksh2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOLKATA DAKSHIN,KOLKATA DAKSHIN,West Bengal,Mala Roy,Member of Parliament,mp_kolkata_dakshin,MP@KolkataDaksh2026!
Lok Sabha,District Authority Auditor,KOLKATA UTTAR,KOLKATA UTTAR,West Bengal,Sudip Bandyopadhyay,District Authority Auditor,auditor_kolkata_uttar,Auditor@KolkataUttar2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOLKATA UTTAR,KOLKATA UTTAR,West Bengal,Sudip Bandyopadhyay,Member of Parliament,mp_kolkata_uttar,MP@KolkataUttar2026!
Lok Sabha,District Authority Auditor,KOLLAM,KOLLAM,Kerala,Shri NK Premachandran,District Authority Auditor,auditor_kollam,Auditor@Kollam2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOLLAM,KOLLAM,Kerala,Shri NK Premachandran,Member of Parliament,mp_kollam,MP@Kollam2026!
Lok Sabha,District Authority Auditor,KOPPAL,KOPPAL,Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL,District Authority Auditor,auditor_koppal,Auditor@Koppal2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOPPAL,KOPPAL,Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL,Member of Parliament,mp_koppal,MP@Koppal2026!
Lok Sabha,District Authority Auditor,KORAPUT(ST),KORAPUT(ST),Odisha,Saptagiri Sankar Ulaka,District Authority Auditor,auditor_koraput,Auditor@Koraput2026!
Lok Sabha,Member of Parliament (Lok Sabha),KORAPUT(ST),KORAPUT(ST),Odisha,Saptagiri Sankar Ulaka,Member of Parliament,mp_koraput,MP@Koraput2026!
Lok Sabha,District Authority Auditor,KORBA,KORBA,Chhattisgarh,Jyotsna Charandas Mahant,District Authority Auditor,auditor_korba,Auditor@Korba2026!
Lok Sabha,Member of Parliament (Lok Sabha),KORBA,KORBA,Chhattisgarh,Jyotsna Charandas Mahant,Member of Parliament,mp_korba,MP@Korba2026!
Lok Sabha,District Authority Auditor,KOTA,KOTA,Rajasthan,Om Birla,District Authority Auditor,auditor_kota,Auditor@Kota2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOTA,KOTA,Rajasthan,Om Birla,Member of Parliament,mp_kota,MP@Kota2026!
Lok Sabha,District Authority Auditor,KOTTAYAM,KOTTAYAM,Kerala,ADV K FRANCIS GEORGE,District Authority Auditor,auditor_kottayam,Auditor@Kottayam2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOTTAYAM,KOTTAYAM,Kerala,ADV K FRANCIS GEORGE,Member of Parliament,mp_kottayam,MP@Kottayam2026!
Lok Sabha,District Authority Auditor,KOZHIKODE,KOZHIKODE,Kerala,Shri M K Raghavan,District Authority Auditor,auditor_kozhikode,Auditor@Kozhikode2026!
Lok Sabha,Member of Parliament (Lok Sabha),KOZHIKODE,KOZHIKODE,Kerala,Shri M K Raghavan,Member of Parliament,mp_kozhikode,MP@Kozhikode2026!
Lok Sabha,District Authority Auditor,KRISHNAGIRI,KRISHNAGIRI,Tamil Nadu,GOPINATH K,District Authority Auditor,auditor_krishnagiri,Auditor@Krishnagiri2026!
Lok Sabha,Member of Parliament (Lok Sabha),KRISHNAGIRI,KRISHNAGIRI,Tamil Nadu,GOPINATH K,Member of Parliament,mp_krishnagiri,MP@Krishnagiri2026!
Lok Sabha,District Authority Auditor,KRISHNANAGAR,KRISHNANAGAR,West Bengal,Ms Mahua Moitra,District Authority Auditor,auditor_krishnanagar,Auditor@Krishnanagar2026!
Lok Sabha,Member of Parliament (Lok Sabha),KRISHNANAGAR,KRISHNANAGAR,West Bengal,Ms Mahua Moitra,Member of Parliament,mp_krishnanagar,MP@Krishnanagar2026!
Lok Sabha,District Authority Auditor,KURNOOL,KURNOOL,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,District Authority Auditor,auditor_kurnool,Auditor@Kurnool2026!
Lok Sabha,Member of Parliament (Lok Sabha),KURNOOL,KURNOOL,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,Member of Parliament,mp_kurnool,MP@Kurnool2026!
Lok Sabha,District Authority Auditor,KURUKSHETRA,KURUKSHETRA,Haryana,NAVEEN JINDAL,District Authority Auditor,auditor_kurukshetra,Auditor@Kurukshetra2026!
Lok Sabha,Member of Parliament (Lok Sabha),KURUKSHETRA,KURUKSHETRA,Haryana,NAVEEN JINDAL,Member of Parliament,mp_kurukshetra,MP@Kurukshetra2026!
Lok Sabha,District Authority Auditor,KUSHI NAGAR,KUSHI NAGAR,Uttar Pradesh,Vijay Kumar Dubey,District Authority Auditor,auditor_kushi_nagar,Auditor@KushiNagar2026!
Lok Sabha,Member of Parliament (Lok Sabha),KUSHI NAGAR,KUSHI NAGAR,Uttar Pradesh,Vijay Kumar Dubey,Member of Parliament,mp_kushi_nagar,MP@KushiNagar2026!
Lok Sabha,District Authority Auditor,Kaziranga,Kaziranga,Assam,KAMAKHYA PRASAD TASA,District Authority Auditor,auditor_kaziranga,Auditor@Kaziranga2026!
Lok Sabha,Member of Parliament (Lok Sabha),Kaziranga,Kaziranga,Assam,KAMAKHYA PRASAD TASA,Member of Parliament,mp_kaziranga,MP@Kaziranga2026!
Lok Sabha,District Authority Auditor,LADAKH,LADAKH,Ladakh,Mohamed Haneefa,District Authority Auditor,auditor_ladakh,Auditor@Ladakh2026!
Lok Sabha,Member of Parliament (Lok Sabha),LADAKH,LADAKH,Ladakh,Mohamed Haneefa,Member of Parliament,mp_ladakh,MP@Ladakh2026!
Lok Sabha,District Authority Auditor,LAKHIMPUR,LAKHIMPUR,Assam,Pradan Baruah,District Authority Auditor,auditor_lakhimpur,Auditor@Lakhimpur2026!
Lok Sabha,Member of Parliament (Lok Sabha),LAKHIMPUR,LAKHIMPUR,Assam,Pradan Baruah,Member of Parliament,mp_lakhimpur,MP@Lakhimpur2026!
Lok Sabha,District Authority Auditor,LAKSHADWEEP(ST),LAKSHADWEEP(ST),Lakshadweep,MUHAMMED HAMDULLAH SAYEED,District Authority Auditor,auditor_lakshadweep,Auditor@Lakshadweep2026!
Lok Sabha,Member of Parliament (Lok Sabha),LAKSHADWEEP(ST),LAKSHADWEEP(ST),Lakshadweep,MUHAMMED HAMDULLAH SAYEED,Member of Parliament,mp_lakshadweep,MP@Lakshadweep2026!
Lok Sabha,District Authority Auditor,LALGANJ (SC),LALGANJ (SC),Uttar Pradesh,DAROGA PRASAD SAROJ,District Authority Auditor,auditor_lalganj,Auditor@Lalganj2026!
Lok Sabha,Member of Parliament (Lok Sabha),LALGANJ (SC),LALGANJ (SC),Uttar Pradesh,DAROGA PRASAD SAROJ,Member of Parliament,mp_lalganj,MP@Lalganj2026!
Lok Sabha,District Authority Auditor,LATUR(SC),LATUR(SC),Maharashtra,DR KALGE SHIVAJI BANDAPPA,District Authority Auditor,auditor_latur,Auditor@Latur2026!
Lok Sabha,Member of Parliament (Lok Sabha),LATUR(SC),LATUR(SC),Maharashtra,DR KALGE SHIVAJI BANDAPPA,Member of Parliament,mp_latur,MP@Latur2026!
Lok Sabha,District Authority Auditor,LOHARDAGA(ST),LOHARDAGA(ST),Jharkhand,SUKHDEO BHAGAT,District Authority Auditor,auditor_lohardaga,Auditor@Lohardaga2026!
Lok Sabha,Member of Parliament (Lok Sabha),LOHARDAGA(ST),LOHARDAGA(ST),Jharkhand,SUKHDEO BHAGAT,Member of Parliament,mp_lohardaga,MP@Lohardaga2026!
Lok Sabha,District Authority Auditor,LUCKNOW,LUCKNOW,Uttar Pradesh,Rajnath Singh,District Authority Auditor,auditor_lucknow,Auditor@Lucknow2026!
Lok Sabha,Member of Parliament (Lok Sabha),LUCKNOW,LUCKNOW,Uttar Pradesh,Rajnath Singh,Member of Parliament,mp_lucknow,MP@Lucknow2026!
Lok Sabha,District Authority Auditor,LUDHIANA,LUDHIANA,Punjab,AMRINDER SINGH RAJA WARRING,District Authority Auditor,auditor_ludhiana,Auditor@Ludhiana2026!
Lok Sabha,Member of Parliament (Lok Sabha),LUDHIANA,LUDHIANA,Punjab,AMRINDER SINGH RAJA WARRING,Member of Parliament,mp_ludhiana,MP@Ludhiana2026!
Lok Sabha,District Authority Auditor,MACHHLISHAHR(SC),MACHHLISHAHR(SC),Uttar Pradesh,PRIYA SAROJ,District Authority Auditor,auditor_machhlishahr,Auditor@Machhlishahr2026!
Lok Sabha,Member of Parliament (Lok Sabha),MACHHLISHAHR(SC),MACHHLISHAHR(SC),Uttar Pradesh,PRIYA SAROJ,Member of Parliament,mp_machhlishahr,MP@Machhlishahr2026!
Lok Sabha,District Authority Auditor,MACHILIPATNAM,MACHILIPATNAM,Andhra Pradesh,Balashowry Vallabbhaneni,District Authority Auditor,auditor_machilipatnam,Auditor@Machilipatna2026!
Lok Sabha,Member of Parliament (Lok Sabha),MACHILIPATNAM,MACHILIPATNAM,Andhra Pradesh,Balashowry Vallabbhaneni,Member of Parliament,mp_machilipatnam,MP@Machilipatna2026!
Lok Sabha,District Authority Auditor,MADHA,MADHA,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,District Authority Auditor,auditor_madha,Auditor@Madha2026!
Lok Sabha,Member of Parliament (Lok Sabha),MADHA,MADHA,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,Member of Parliament,mp_madha,MP@Madha2026!
Lok Sabha,District Authority Auditor,MADHEPURA,MADHEPURA,Bihar,Dinesh Chandra Yadav,District Authority Auditor,auditor_madhepura,Auditor@Madhepura2026!
Lok Sabha,Member of Parliament (Lok Sabha),MADHEPURA,MADHEPURA,Bihar,Dinesh Chandra Yadav,Member of Parliament,mp_madhepura,MP@Madhepura2026!
Lok Sabha,District Authority Auditor,MADHUBANI,MADHUBANI,Bihar,Ashok Kumar Yadav,District Authority Auditor,auditor_madhubani,Auditor@Madhubani2026!
Lok Sabha,Member of Parliament (Lok Sabha),MADHUBANI,MADHUBANI,Bihar,Ashok Kumar Yadav,Member of Parliament,mp_madhubani,MP@Madhubani2026!
Lok Sabha,District Authority Auditor,MADURAI,MADURAI,Tamil Nadu,S Venkatesan,District Authority Auditor,auditor_madurai,Auditor@Madurai2026!
Lok Sabha,Member of Parliament (Lok Sabha),MADURAI,MADURAI,Tamil Nadu,S Venkatesan,Member of Parliament,mp_madurai,MP@Madurai2026!
Lok Sabha,District Authority Auditor,MAHABUBABAD,MAHABUBABAD,Telangana,BALRAM NAIK PORIKA,District Authority Auditor,auditor_mahabubabad,Auditor@Mahabubabad2026!
Lok Sabha,Member of Parliament (Lok Sabha),MAHABUBABAD,MAHABUBABAD,Telangana,BALRAM NAIK PORIKA,Member of Parliament,mp_mahabubabad,MP@Mahabubabad2026!
Lok Sabha,District Authority Auditor,MAHABUBNAGAR,MAHABUBNAGAR,Telangana,ARUNA. D. K,District Authority Auditor,auditor_mahabubnagar,Auditor@Mahabubnagar2026!
Lok Sabha,Member of Parliament (Lok Sabha),MAHABUBNAGAR,MAHABUBNAGAR,Telangana,ARUNA. D. K,Member of Parliament,mp_mahabubnagar,MP@Mahabubnagar2026!
Lok Sabha,District Authority Auditor,MAHARAJGANJ_BR,MAHARAJGANJ_BR,Bihar,Shri Janardan Singh Sigriwal,District Authority Auditor,auditor_maharajganj_br,Auditor@MaharajganjB2026!
